0.000406691,0.000373248
2.71153,1.01344
3.28701,3.04879
4.08726,4.72718
5.87199,5.30501
6.81934,5.4564
6.73551,6.6325
7.96882,5.37969
8.56204,6.84035
10.2475,6.72211
11.2838,5.96826
10.2964,6.79452
11.7042,6.10353
13.2023,5.77379
13.7285,4.96217
15.4942,4.34054
16.2244,3.91438
17.1895,4.93259
16.8385,3.25943
18.6144,1.9129
19.9996,0.000395694
1.47065,1.36279
2.04043,1.93411
3.41386,3.12147
5.03451,4.2964
6.00993,3.4432
7.00556,5.06491
7.33664,6.84065
8.52838,7.17291
9.74214,5.67641
10.5461,7.33841
11.7104,6.3703
10.9875,7.31164
12.0319,6.81504
13.1241,6.45411
14.9338,5.61661
14.4102,4.1437
15.1715,5.72724
16.9853,5.27507
18.0666,3.75353
17.9654,2.15831
18.4908,1.93247
3.11349,2.98682
3.06591,3.09283
3.7558,3.49598
4.63315,4.08902
5.97432,4.63399
7.47259,4.94914
7.29644,6.13792
8.58651,6.40607
9.96593,6.55919
10.6754,7.25202
9.76128,6.48741
10.9615,7.10235
12.5712,7.79378
13.7487,7.06605
13.7818,5.87242
14.1633,5.52728
15.3518,4.98759
16.3936,4.97436
16.9327,4.40644
16.4607,3.32912
17.0894,2.99418
3.76201,4.69113
3.60002,4.67362
5.18681,3.87691
6.18501,3.94836
5.34553,5.73145
5.89242,6.24974
6.61788,7.0082
8.35203,6.97583
8.61098,6.47501
9.40224,7.85897
9.50447,6.56073
11.176,7.56763
12.7877,7.58705
12.2015,5.7458
12.9108,6.56812
14.8003,6.41954
13.9806,5.13817
15.8049,4.69136
15.0953,5.06283
15.4918,3.99624
17.2597,4.44331
5.28543,4.72609
5.52398,4.50901
5.10643,5.27921
6.65408,5.76079
5.5693,5.01758
6.76727,5.55303
7.77174,6.31401
8.31003,8.02358
7.74339,8.18136
9.44804,8.20264
10.4866,7.16817
11.4054,6.6125
12.9132,7.04245
13.3263,5.89312
13.1547,7.5748
13.8002,7.42529
14.5808,5.47491
14.638,6.85474
16.4635,5.34145
14.8348,5.1363
16.4865,4.88863
5.32957,6.19471
6.43883,6.05126
6.60749,6.26212
5.39526,6.43869
6.97081,6.62336
5.90677,6.79658
7.35651,6.96292
8.9982,7.62347
9.31566,9.08102
8.8922,7.22843
10.2604,6.72124
11.7538,7.21348
12.7924,7.51123
12.4468,6.86103
13.6285,6.27735
14.9325,6.40993
15.149,6.27003
14.3946,5.77285
15.178,5.84786
16.3362,6.34265
15.8442,6.36347
5.23733,7.60686
5.76424,7.41576
5.80482,7.6723
5.73748,7.95802
7.19463,8.16325
5.8161,7.72546
7.67809,6.79376
7.99917,8.49888
10.0074,8.42268
9.49099,7.91442
9.92994,8.12821
10.9124,8.09622
11.6938,8.67692
11.6684,7.86636
13.3065,7.78886
13.6995,7.6006
13.9229,7.90556
14.4046,7.27578
14.9858,7.21501
14.6881,7.22245
15.1437,7.53974
5.46019,9.19733
5.95082,9.14136
6.66371,8.74184
7.55812,8.08179
7.26911,9.42403
7.46331,7.8568
7.00692,8.21009
8.87218,8.37159
9.14235,10.0117
8.8958,9.48365
10.1904,9.39323
11.2262,9.11442
12.8849,8.16215
12.8443,9.3692
12.5204,8.76327
13.5503,9.33111
15.1007,8.78153
13.7915,8.27902
15.2504,8.52086
15.5287,8.59695
14.227,8.7017
5.85398,10.692
6.40384,10.2237
7.78382,9.75189
8.24937,9.36085
8.26229,9.55042
8.46415,8.41081
8.08734,9.35061
8.58516,8.58289
10.0319,8.89185
10.6534,8.87261
10.0833,10.4299
11.8479,9.93469
11.0893,8.94825
11.2362,8.94923
12.1858,10.2988
13.5982,9.58463
13.6736,9.08547
13.4753,8.96373
14.6593,9.65002
15.4202,10.0546
13.9659,9.66775
6.17337,11.3023
7.32931,9.59517
7.32888,11.4883
8.07518,11.3898
8.93228,10.0245
9.44187,10.0101
9.41293,9.84161
8.72513,10.1243
9.86961,9.77358
10.836,10.3872
10.7408,10.3864
11.3381,10.7493
12.6448,10.7609
12.4587,9.41054
12.4832,10.4878
12.511,9.8423
13.8375,11.008
13.9825,10.723
13.6119,9.9562
14.7048,10.9682
14.3493,9.56079
6.9749,11.3142
6.22953,10.0445
7.43303,10.2532
7.60849,10.0539
7.62082,10.1359
9.54048,11.4303
8.32351,11.3163
9.32033,11.2441
9.10057,11.2235
10.2072,11.7446
11.6454,11.8935
10.7825,11.7642
11.0674,10.4853
11.8526,10.2277
12.9395,11.5598
13.4052,9.88111
13.4501,9.44985
13.5811,11.6942
13.4464,10.0543
13.4298,11.4839
13.6498,10.4555
6.21626,11.8007
7.30228,11.4657
7.11834,11.8193
7.57482,11.8752
8.98146,10.4356
9.42106,11.4313
8.0025,12.315
10.0178,12.4991
10.8921,12.2091
11.0784,10.1842
11.2897,10.2007
11.5744,11.7449
11.8394,10.7195
11.4489,12.1854
12.7241,11.4255
13.5756,10.1795
12.5992,10.8556
12.3871,10.3658
13.6294,10.6801
15.0361,10.8105
14.8224,10.9952
7.16493,13.0485
6.25787,13.2112
7.52727,13.2224
8.36446,11.3843
7.88065,11.2107
9.24962,12.7271
9.34628,12.6702
9.31593,11.332
10.5541,11.6827
9.54289,11.0039
10.5365,11.3707
11.8672,11.6529
